成员,时间,内容
Gao,2026-01-22 01:00:34,我已经是自身难保了
Cheng,2026-01-22 01:00:35,？
Cheng,2026-01-22 01:00:37,？
Gao,2026-01-22 01:00:37,说不明白了
Xian,2026-01-22 01:00:40,怎么了
Xian,2026-01-22 01:00:45,有瓜吃吗
Cheng,2026-01-22 01:00:48,你咋了，高
Gao,2026-01-22 01:00:51,不是学校的事情
Evelyn,2026-01-22 01:01:26,咋
Xian,2026-01-22 01:01:29,你咋了
Gao,2026-01-22 01:01:36,情感问题
Xian,2026-01-22 01:01:44,想听
Evelyn,2026-01-22 01:02:28,了解哥，讲讲，了解哥
Gao,2026-01-22 01:02:29,什么
Gao,2026-01-22 01:02:34,就是因为我了解怎么回事
Gao,2026-01-22 01:02:38,我才痛苦
Gao,2026-01-22 01:02:49,我已经很难自证清白了
Cheng,2026-01-22 01:03:02,这位更是‘大老师’附身@掉线ing 如何评价？
Wang,2026-01-22 01:03:54,既然说出来了
Wang,2026-01-22 01:03:56,就要说完整哦
Gao,2026-01-22 01:04:25,你就是看热闹不嫌事大
Gao,2026-01-22 01:04:32,完了之后和我有点过节
Gao,2026-01-22 01:04:37,顺手煽风点火
Gao,2026-01-22 01:04:42,反正看乐子呗
Gao,2026-01-22 01:04:43,我操了
Xian,2026-01-22 01:05:28,所以是什么情况啊
Xian,2026-01-22 01:05:29,😦
Gao,2026-01-22 01:05:36,私事
Cheng,2026-01-22 01:05:36,群友这下都睡不着了
Gao,2026-01-22 01:05:43,就是我不该往群里带的
Cheng,2026-01-22 01:05:44,笑
Xian,2026-01-22 01:05:45,求求你了让我听听吧
Gao,2026-01-22 01:05:46,这下完蛋了
Gao,2026-01-22 01:05:51,都想知道了
Cheng,2026-01-22 01:05:58,算了，你睡吧
Cheng,2026-01-22 01:06:10,晚安晚安
Xian,2026-01-22 01:06:11,你睡了
Xian,2026-01-22 01:06:13,那我怎么办
Cheng,2026-01-22 01:06:15,哦呀斯密那塞
Xian,2026-01-22 01:06:40,要是没有你的话…瓦达西！
Gao,2026-01-22 01:06:43,恩怨太久
Xian,2026-01-22 01:10:05,兄弟们这个我是真喜欢
Xian,2026-01-22 01:10:32,万一呢
Xian,2026-01-22 01:10:35,😋
Gao,2026-01-22 01:11:21,这是算半个游戏搭子的问题
Gao,2026-01-22 01:11:23,玩的太杂了
Xian,2026-01-22 01:11:38,细说啊哥！
Xian,2026-01-22 01:12:02,我现在有一种东西卡在喉咙里进不去又不出来难受感
Xian,2026-01-22 01:12:08,快点说出来啊义父！
Gao,2026-01-22 01:17:40,五年多的故事
Gao,2026-01-22 01:17:48,不是说完就完的
Xian,2026-01-22 01:19:32,那好吧
Cheng,2026-01-22 04:18:29,膝盖有点疼啊
Cheng,2026-01-22 04:18:56,我把起码一个膝盖留在了理工乒乓球台上
Cheng,2026-01-22 04:36:48,理工机房的电脑能跑深度学习吗？
Cheng,2026-01-22 09:15:02,我是大废物
Bao,2026-01-22 09:26:11,我不是大老师
Cheng,2026-01-22 09:27:17,我是废物啊
Cheng,2026-01-22 09:27:22,王哥帮我签到
Bao,2026-01-22 09:29:38,我是十万个为什么
Cheng,2026-01-22 09:29:48,我刚刚出门
Cheng,2026-01-22 09:30:05,迟到已经是定局
Bao,2026-01-22 09:31:11,看得出来
Bao,2026-01-22 09:31:27,4点多还没睡觉
Bao,2026-01-22 09:31:42,睡眠被进化掉了
Cheng,2026-01-22 09:31:49,其实我7点就醒了
Cheng,2026-01-22 09:31:56,我没过去主要是因为
Cheng,2026-01-22 09:32:13,我mpass里只有1.4澳元了
Cheng,2026-01-22 09:32:36,打算坐发财吧去学校
Bao,2026-01-22 09:33:06,祝你好运
Cheng,2026-01-22 09:33:41,鼠鼠我啊，真的要出门了
Bao,2026-01-22 09:37:10,好冷呀
Cheng,2026-01-22 09:37:30,烦死了
Gao,2026-01-22 09:40:30,@掉线ing
Wang,2026-01-22 09:40:33,程哥即使拖着疲软的腿
Gao,2026-01-22 09:40:33,你在哪里
Gao,2026-01-22 09:40:37,胃癌又闹
Gao,2026-01-22 09:40:40,鲍先生
Wang,2026-01-22 09:40:41,也要来到数据科学的课吗
Wang,2026-01-22 09:40:46,这样的男人怎能不爱
Bao,2026-01-22 09:40:46,我在我老家芜湖呀
Gao,2026-01-22 09:40:56,哦对你是三月份开学
Gao,2026-01-22 09:40:58,可恶
Xian,2026-01-23 13:03:49,哇超我感觉我被人打了一样
Xian,2026-01-23 13:03:53,睡一觉醒来
Xian,2026-01-23 13:03:56,腰酸背痛的
Cheng,2026-01-23 13:06:30,我也是喵
Wang,2026-01-23 13:50:45,不当臭写代码的了
Wang,2026-01-23 13:51:03,我直接晋升管理层
Xian,2026-01-23 14:02:46,今天有活动吗
Xian,2026-01-23 14:02:52,没有的话我就继续看漫画去了
Cheng,2026-01-23 14:15:15,我的天哪，正义的使者
Wang,2026-01-23 14:27:14,@离离原上草 又在吃袁记云饺
Xian,2026-01-23 14:27:35,我大学期间第二次吃好不好
Xian,2026-01-23 14:27:47,不要点那个混合的调料
Xian,2026-01-23 14:27:53,我看就那个是辣的，我就点了
Xian,2026-01-23 14:27:57,结果发现超级难吃
Xian,2026-01-23 14:28:21,为什么它会把饺子搞得黏黏糊糊的？？？
Xian,2026-01-23 14:28:35,我不接受！！！
Xian,2026-01-23 14:28:42,饺子不应该是黏黏糊糊的！！！
Wang,2026-01-23 14:29:32,我只吃红油
Xian,2026-01-23 14:30:14,不行我吃不下去了
Xian,2026-01-23 14:58:24,豪庭！
Xian,2026-01-23 14:59:05,哇超我想扒谱了
Cheng,2026-01-23 15:36:52,我也坠入爱河了弦哥
Cheng,2026-01-23 15:40:35,我也分享一首小提琴演奏的曲子吧
Xian,2026-01-23 16:15:44,我看了136话
Xian,2026-01-23 16:15:48,整整136话！
Xian,2026-01-23 16:16:09,辉夜白银才做到粉毛黄毛第一季就做到的事情
Chen,2026-01-23 16:24:48,在星巴克偷听商业谈判
Chen,2026-01-23 16:24:53,搞半天威胁上了
Chen,2026-01-23 16:25:17,B：现在我只负责，十万块钱给你找到人。至于以后的事，我也不管。
Xian,2026-01-23 16:29:10,😦
Chen,2026-01-23 16:29:39,听起来是A的妻子跟别人跑了
Chen,2026-01-23 16:29:41,找不到人
Chen,2026-01-23 16:29:51,A出资50万找人
Chen,2026-01-23 16:29:57,B说这不是大陆不好动用监察系统
Chen,2026-01-23 16:30:10,应该是
Chen,2026-01-23 16:30:15,但我不懂A为啥威胁B
Chen,2026-01-23 16:30:22,可能有别的关系
Cheng,2026-01-23 16:34:47,要我是B遇到A这种大老（sha）板（bi）肯定狠狠敲诈一笔跑路了😋
Chen,2026-01-23 16:40:19,B在那边说
Chen,2026-01-23 16:40:23,这不是中国大陆啊
Chen,2026-01-23 16:40:27,我们要出很多人力的
Chen,2026-01-23 16:40:31,我也快退休了
Chen,2026-01-23 16:40:35,这很麻烦的
Chen,2026-01-23 16:40:40,B一听就是我们那边的
Chen,2026-01-23 16:40:50,有一种浓厚的
Chen,2026-01-23 16:40:53,官味
Chen,2026-01-23 16:41:07,A本来还要用手段的
Chen,2026-01-23 16:41:15,现在只是嗯嗯嗯的回答了
Bao,2026-01-23 16:44:20,谈的好烂
Chen,2026-01-23 16:46:10,我听的很开心
Chen,2026-01-23 16:46:16,因为他们字正腔圆的
Bao,2026-01-23 16:46:27,八成是老婆带着啥重要的跑路了
Chen,2026-01-23 16:46:31,声音直接横穿过三张桌子清晰到我耳朵里
Chen,2026-01-23 16:46:39,我发誓我不想听的
Chen,2026-01-23 16:46:41,耳机正好没电了
Bao,2026-01-23 16:46:47,要不然这种人都是家里红旗不倒外面彩旗飘飘
Xian,2026-01-23 16:47:50,恋人不行好好看
Cheng,2026-01-23 16:52:03,确实吧
Cheng,2026-01-23 16:52:11,看的很爽了
Bao,2026-01-23 16:54:39,这种瓜已经天天吃了
Bao,2026-01-23 16:54:44,吃到免疫了
Bao,2026-01-23 17:20:54,生活好惬意啊
Bao,2026-01-23 17:20:59,this is life
Xian,2026-01-23 17:30:04,不行，我今天已经连续看了7个小时漫画了
Xian,2026-01-23 17:30:09,我不能这么堕落下去了
Xian,2026-01-23 17:30:24,我再看我就会变成传说中的死宅
Bao,2026-01-23 17:35:02,死宅有什么不好的
Bao,2026-01-23 17:35:18,我要创造一个死宅快乐的世界
Bao,2026-01-23 17:37:12,天呐我感觉我已经飞升了
Bao,2026-01-23 17:37:20,happy
Xian,2026-01-23 17:37:55,你不会嗑药了吧
Bao,2026-01-23 17:39:23,嗑药吗啊哈哈哈哈
Bao,2026-01-23 17:39:37,嗑药怎能比得上现在的我
Xian,2026-01-23 17:53:48,我朋友教了我一招超级牛的话术
Xian,2026-01-23 17:54:09,他说如果还在和暧昧对象巴巴博弈
Xian,2026-01-23 17:54:52,对面如果说了你不太清楚的套路
Xian,2026-01-23 17:55:00,你直接来一句“好，我懂了”
Xian,2026-01-23 17:55:10,别管你到底懂了些什么
Xian,2026-01-23 17:55:27,先说“好我懂了”，让对面猜自己懂了什么
Bao,2026-01-23 17:57:32,没有暧昧对象
Bao,2026-01-23 17:58:03,请问到哪领
Xian,2026-01-23 18:02:55,好问题
Wang,2026-01-23 18:05:15,他这个校服活动怎么还在搞
Xian,2026-01-23 18:14:27,不知道
Cheng,2026-01-23 18:15:17,@群之共主 真的？（急
Wang,2026-01-23 18:15:55,全是妹子
Xian,2026-01-23 18:16:03,真的？
Cheng,2026-01-23 18:17:23,王哥
Cheng,2026-01-23 18:17:30,我也想感受这样的青春感觉
Cheng,2026-01-23 18:17:43,你能帮帮我吗？
Bao,2026-01-23 18:17:54,春天到了
Bao,2026-01-23 18:26:26,cpp还是go/java
Sev,2026-01-23 19:17:54,看到了
Bao,2026-01-23 21:59:15,是不是有点太push我自己了
Bao,2026-01-23 23:02:44,Wow我还可以选择寄宿家庭
Xian,2026-01-23 23:43:35,我不打了，我刚退了
Xian,2026-01-23 23:43:37,你们加油
Evelyn,2026-01-23 23:46:52,我甚至一开始约的时间是19.30-21.30
Evelyn,2026-01-23 23:47:01,没想到直接杀到了现在
Xian,2026-01-23 23:49:51,这游戏是只能活一轮吗
Xian,2026-01-23 23:50:03,怎么好刀坏刀都一轮游啊
Evelyn,2026-01-23 23:50:30,我一开始不也是吗
Evelyn,2026-01-23 23:50:38,被傻子警长崩了
Morty,2026-01-23 23:50:45,燃尽了——
Evelyn,2026-01-23 23:50:53,真燃尽了
Xian,2026-01-23 23:50:57,你死一把就开始说吗
Xian,2026-01-23 23:51:01,有点意思
Morty,2026-01-23 23:51:06,我记得我跟弦哥搭两回
Xian,2026-01-23 23:51:09,我从9点开始死到现在
Gao,2026-01-23 23:51:14,@任何人都不许忤逆Wilson 净说我不干活
Morty,2026-01-23 23:51:15,两回都是弦哥一下就被票出去
Xian,2026-01-23 23:51:17,我说啥了
Gao,2026-01-23 23:51:19,没有我拖着谢和五
Gao,2026-01-23 23:51:25,还顺手栽赃一波弦哥
Gao,2026-01-23 23:51:30,你能顺利刀俩吗
Morty,2026-01-23 23:51:30,一次拆装备被发现
Morty,2026-01-23 23:51:36,一次刀人被发现
Wu,2026-01-23 23:51:47,星界行者有点屌啊
Cheng,2026-01-23 23:51:48,@离离原上草 抱抱你，不哭
Gao,2026-01-23 23:51:57,崔姐你怎么不团队合作
Gao,2026-01-23 23:51:59,太悲伤了
Xian,2026-01-23 23:51:59,我从9点开始一轮游
Xian,2026-01-23 23:52:07,轮到11.47
Gao,2026-01-23 23:52:16,队友配合你给弦哥推锅又带节奏
Cheng,2026-01-23 23:52:18,@任何人都不许忤逆Wilson 今晚三次名场面🤣🤣🤣
Wu,2026-01-23 23:52:25,我本来还以为是高杀人的
Gao,2026-01-23 23:52:28,崔姐两个名场面
Gao,2026-01-23 23:52:39,第一说我做任务输管理员密码
Wu,2026-01-23 23:52:44,然后走过来看到弦没死
Gao,2026-01-23 23:52:46,第二就是终极跳反通灵师
Cheng,2026-01-23 23:52:53,无视加拿大鹅、管理员密码、一人保两狼
Xian,2026-01-23 23:52:57,好不容易有一把坏刀，崔来了一句我在输入管理员密码
Cheng,2026-01-23 23:53:14,哈哈哈哈哈
Morty,2026-01-23 23:53:18,哈哈哈哈哈
Xian,2026-01-23 23:53:19,好不容易有一把好刀，被当成抗压位出了
Wu,2026-01-23 23:53:19,我在输入管理员密码.jpg
Cheng,2026-01-23 23:53:20,这游戏太欢乐了
Gao,2026-01-23 23:53:25,崔姐硬跳通灵师这块
Morty,2026-01-23 23:53:28,崔姐真是糕手
Xian,2026-01-23 23:53:28,最巧的是
Xian,2026-01-23 23:53:34,我也在输入管理员密码
Gao,2026-01-23 23:53:37,给我自信硬跳工程师了
Gao,2026-01-23 23:53:50,你怎么能说我不干活
Gao,2026-01-23 23:53:53,我活着就是干活了
Xian,2026-01-23 23:53:56,我的管理员密码没输完，就有人拉闸
Gao,2026-01-23 23:53:59,我死了你一打几
Gao,2026-01-23 23:54:08,崔你真不够意思
Bao,2026-01-23 23:54:10,【【洛天依原创】“我把一切化作歌献给你。”】 https://www.bilibili.com/video/BV1b2zWB2Erp/?share_source=copy_web&vd_source=3fde7df6697a6f764505c32b8387d914
Bao,2026-01-23 23:54:14,所有人去三连
Wu,2026-01-23 23:54:43,那时候我就说跳工程师有问题了
Morty,2026-01-23 23:54:47,崔两狼杀一保一
Wu,2026-01-23 23:54:51,结果小可不信我的
Morty,2026-01-23 23:54:53,我是没有想到的
Xian,2026-01-23 23:55:04,那这题我会啊
Xian,2026-01-23 23:55:08,从今往后
Xian,2026-01-23 23:55:13,我能活过第一轮
Xian,2026-01-23 23:55:16,那我就是狼呗
Wu,2026-01-23 23:55:26,那我可要留着你了呀
Wu,2026-01-23 23:55:34,我跟谁速通的来着？
Xian,2026-01-23 23:55:40,还债了一晚上
Evelyn,2026-01-23 23:55:46,我很认真的
Wu,2026-01-23 23:55:56,是崔小姐吗？
Morty,2026-01-23 23:55:57,还有笔记
Xian,2026-01-23 23:56:03,很认真的把全局唯一的好刀投出去了吗
Wu,2026-01-23 23:56:05,还有笔记
Wu,2026-01-23 23:56:16,我那个好像是不小心报告了
Wu,2026-01-23 23:56:19,正好我是刺客
Gao,2026-01-23 23:56:39,感觉不如弦哥装挂机
Wu,2026-01-23 23:56:47,正好康康抱了自己通灵
Gao,2026-01-23 23:56:49,然后我在他脸上扫人
Gao,2026-01-23 23:56:51,就给我毙了
Xian,2026-01-23 23:56:51,没骗你
Gao,2026-01-23 23:56:55,你好坏
Xian,2026-01-23 23:56:57,我上完厕所回来
Wu,2026-01-23 23:56:59,那个刚好给我看到了
Xian,2026-01-23 23:57:02,发现你在我旁边转来转去
Gao,2026-01-23 23:57:04,你回来顺手给我刀了
Gao,2026-01-23 23:57:06,我怎么这么惨
Wu,2026-01-23 23:57:11,一切都那么巧
Xian,2026-01-23 23:57:20,那我不也没过过第一晚吗
Cheng,2026-01-23 23:57:32,被我归票走了
Wang,2026-01-23 23:57:42,笑死我了
Cheng,2026-01-23 23:57:44,我的错弦哥
Wang,2026-01-23 23:57:45,崔姐太权威了
Xian,2026-01-23 23:57:46,只要没有呆呆鸟，我就抗压位呗
Wu,2026-01-23 23:57:58,我正好跟着林
Wang,2026-01-23 23:57:59,我把林说服那把太强了
Morty,2026-01-23 23:58:01,弦哥适合当白神
Xian,2026-01-23 23:58:02,事已至此，李弦还活着，先出他吧
Wang,2026-01-23 23:58:07,我简直是狼王
Wu,2026-01-23 23:58:28,有王哥在刀人都比较自信
Wang,2026-01-23 23:59:01,我刀人从来都是果断
Wang,2026-01-23 23:59:03,快刀斩乱麻
Wang,2026-01-23 23:59:06,从不犹豫
Wu,2026-01-23 23:59:20,看到王哥
Wu,2026-01-23 23:59:27,思考了一下
Wang,2026-01-23 23:59:27,我在等cd
Wang,2026-01-23 23:59:29,你在等什么
Wu,2026-01-23 23:59:36,自己刀人自己报告
Xian,2026-01-23 23:59:58,还没说完你把我刀了
Wu,2026-01-24 00:00:19,不把你刀了，怎么穿你衣服
Wu,2026-01-24 00:00:29,正好上点色
Wu,2026-01-24 00:00:33,红色
Evelyn,2026-01-24 00:01:01,我觉得他更胜一筹
Gao,2026-01-24 00:01:17,我刀人很慢
Wu,2026-01-24 00:01:21,崔姐的保狼能力有点高啊
Gao,2026-01-24 00:01:24,我刀人慢的要死啊
Wu,2026-01-24 00:01:40,我会看着你，我会盯着你
Evelyn,2026-01-24 00:01:53,现在起码对一个
Xian,2026-01-24 00:02:14,全程视奸我
Wang,2026-01-24 00:02:45,崔姐经常二选一选到不是狼的那个
Wu,2026-01-24 00:03:14,崔姐法则
Gao,2026-01-24 00:03:31,崔姐今天唯一一次灵就是把我和五都投出来了
Evelyn,2026-01-24 00:03:41,权威
Wu,2026-01-24 00:03:59,我和崔姐当队友
Wu,2026-01-24 00:04:07,三把有两把都第一个出局
Wu,2026-01-24 00:04:12,我能怎么办
Wu,2026-01-24 00:04:21,正正好好的被人看见了
Wu,2026-01-24 00:04:30,还没刀到人呢
Xian,2026-01-24 00:05:13,最难绷的
Xian,2026-01-24 00:05:24,林和崔一起问我什么身份
Xian,2026-01-24 00:05:28,我说我没刀
Xian,2026-01-24 00:05:34,林说一句“好”
Xian,2026-01-24 00:05:39,然后把我杀了
Evelyn,2026-01-24 00:05:56,然后我还回去把你尸体吃了
Xian,2026-01-24 00:06:18,那我还说啥
Xian,2026-01-24 00:06:28,两只鸭子杀我
Xian,2026-01-24 00:06:33,尸体给你们了呗
Gao,2026-01-24 00:07:23,最好笑的是有一把我和林一起刀人
Gao,2026-01-24 00:07:28,崔刚上来就被刀了
Gao,2026-01-24 00:07:35,小陈是模仿者
Gao,2026-01-24 00:07:43,林看我把崔姐刀了马上秒了小陈
Gao,2026-01-24 00:07:47,然后栽赃小康
Gao,2026-01-24 00:08:11,王哥还是弦哥被我们俩并排走过来刀了
Xian,2026-01-24 00:08:18,我
Xian,2026-01-24 00:08:22,好像是
Gao,2026-01-24 00:08:23,结果小康跑过来差点就以为要露馅了
Xian,2026-01-24 00:08:30,我只知道从9点开始
Cheng,2026-01-24 00:08:31,默契[强]
Xian,2026-01-24 00:08:33,我就一轮游了
Gao,2026-01-24 00:08:36,我还顺手把崔姐尸体吃了
Gao,2026-01-24 00:08:42,拿捏这一块
Wu,2026-01-24 00:08:55,我今天当了五把鸽子
Wang,2026-01-24 00:09:00,我那把
Evelyn,2026-01-24 00:09:02,我都怕广外的女生觉得我是傻子
Wang,2026-01-24 00:09:05,高看到我这么走过来
Wang,2026-01-24 00:09:12,确实不能怀疑我
Wang,2026-01-24 00:09:21,我走地道从最左边到最右边
Wang,2026-01-24 00:09:28,然后刚好碰到了高
Wang,2026-01-24 00:09:35,然后刚好报警了
Gao,2026-01-24 00:10:15,中立布谷鸟目前就我赢过一回
Gao,2026-01-24 00:10:16,娃哈哈哈哈哈
Gao,2026-01-24 00:10:22,布谷鸟真的无人在意了
Wang,2026-01-24 00:12:04,我把所有人感染的那把才是最帅的
Xian,2026-01-24 00:12:08,我也要死吗
Wu,2026-01-24 00:12:12,对
Gao,2026-01-24 00:12:19,我气坏了
Gao,2026-01-24 00:12:21,我当格子
Gao,2026-01-24 00:12:27,鸽子就差一个人没感染
Gao,2026-01-24 00:12:35,王哥那把在通灵没感染刀
Gao,2026-01-24 00:12:37,我被刀了
Gao,2026-01-24 00:12:39,气晕
Xian,2026-01-24 00:12:59,我改一下头像
Xian,2026-01-24 00:13:13,这个表情包
Xian,2026-01-24 00:13:15,我已经
Xian,2026-01-24 00:13:22,用的频率太多了
Xian,2026-01-24 00:13:27,不如直接当头像了
Gao,2026-01-24 00:13:31,弦哥终于不用彻夜之歌了吗
Xian,2026-01-24 00:13:58,但是七草荠真的很喜欢
Cheng,2026-01-24 00:14:04,@离离原上草 可爱捏
Xian,2026-01-24 00:17:42,我想起来了
Xian,2026-01-24 00:17:46,我前两次玩
Xian,2026-01-24 00:17:49,也是一轮游
Cheng,2026-01-24 00:20:06,没办法
Cheng,2026-01-24 00:20:20,想杀弦哥的人太多了
Bao,2026-01-24 00:21:55,是我没有去给你吸引火力吗
Cheng,2026-01-24 00:22:31,还真是
Wang,2026-01-24 00:25:19,高先生当狼的频率有点高啊
Bao,2026-01-24 00:26:33,核心人物是这样的
Bao,2026-01-24 00:27:04,欲戴王冠，必承其重
Gao,2026-01-24 00:27:30,我当狼的频率不高好吧
Morty,2026-01-24 00:27:30,林当狼也不少啊
Gao,2026-01-24 00:27:37,今天统共就几把狼
Morty,2026-01-24 00:27:38,每次走路姿势不对
Morty,2026-01-24 00:27:41,必定是狼
Gao,2026-01-24 00:27:42,当狼还没杀过人
Gao,2026-01-24 00:27:49,还有没杀人就被投了的
Gao,2026-01-24 00:28:02,陈女士一人刀仨最后票我
Gao,2026-01-24 00:28:05,我干嘛了
Wang,2026-01-24 00:30:06,感觉是系统觉得我当狼太强了最近当狼频率直线下降
Morty,2026-01-24 00:31:19,我已经总结出我当狼了
Morty,2026-01-24 00:31:26,先手刀一个
Morty,2026-01-24 00:31:30,准备开始运维
Xian,2026-01-24 00:31:36,最离谱的是
Morty,2026-01-24 00:31:37,然后队友就被票出去
Morty,2026-01-24 00:31:40,剩下我一打五
Xian,2026-01-24 00:31:58,那一把我什么都还没干
Xian,2026-01-24 00:32:03,被票出去了
Cheng,2026-01-24 00:34:50,那一把是除了死人和两头狼，剩下5个都在一起
Cheng,2026-01-24 00:35:07,很容易就推导出两狼了
Cheng,2026-01-24 00:35:37,因为剩下5个都有不在场证明
Xian,2026-01-24 00:35:52,然后恰巧我来了
Xian,2026-01-24 00:36:01,恰巧你们验了
Xian,2026-01-24 00:36:20,是这个意思吗
Morty,2026-01-24 00:40:34,主要这游戏视野太窄了
Morty,2026-01-24 00:40:40,没拿到信息刀人很麻烦
Xian,2026-01-24 00:41:43,小概率吗
Xian,2026-01-24 00:41:51,我怎么感觉小概率一晚上了
Cheng,2026-01-24 00:42:04,但弦哥一轮是大概率事件
Cheng,2026-01-24 00:42:07,[呲牙]
Xian,2026-01-24 01:09:21,哇超有点破防了啊
Xian,2026-01-24 01:09:24,玩了一晚上鹅鸭杀
Xian,2026-01-24 01:09:26,回头一看
Xian,2026-01-24 01:09:31,哔哩哔哩使用时间
Xian,2026-01-24 01:09:35,比鹅鸭杀长
Cheng,2026-01-24 12:04:08,完蛋了我
Bao,2026-01-24 12:04:33,@小七 宝贝无锡有什么好吃的
Sev,2026-01-24 12:04:58,不清楚，我天天点外卖
Sev,2026-01-24 12:05:39,好像有个什么玉什么饼挺好吃的
Bao,2026-01-24 12:06:16,虽然我就在无锡停一天
Bao,2026-01-24 12:06:24,然后就回来咧
